idx,image_id,prediction,gold,EM,F1,BLEU4,ROUGE_L_F1
7756,,None.,The ego vehicle.,0,0.0,0.0,0.0
7757,,"Many cars are parked, and one",Two cars are moving.,0,0.4,0.0,0.4
7758,,No.,No.,1,1.0,0.0,1.0
7759,,No.,No.,1,1.0,0.0,1.0
7760,,Black sedan.,Person wearing a skirt.,0,0.0,0.0,0.0
7761,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
7762,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving fast.,0,0.666667,0.367879,0.666667
7763,,Black sedan.,"The visual description of < c2,CAM_FRONT,675.7,519.8> is a yellow right turn sign.",0,0.0,0.0,0.0
7764,,None.,None.,1,1.0,0.0,1.0
7765,,No.,Yes.,0,0.0,0.0,0.0
7766,,One pedestrian is moving.,One pedestrian is moving.,1,1.0,1.0,1.0
7767,,No.,No.,1,1.0,0.0,1.0
7768,,Black sedan.,Silver sedan.,0,0.5,0.0,0.5
7769,,Low.,Low.,1,1.0,0.0,1.0
7770,,The trailer in front of the ego,The trailer in front of the ego car is parked.,0,0.769231,0.548812,0.769231
7771,,Please proceed.,Please wait.,0,0.5,0.0,0.5
7772,,Yes.,No.,0,0.0,0.0,0.0
7773,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that there is no safety issue, which is highly probable.",0,0.461538,0.096972,0.461538
7774,,Low.,Low.,1,1.0,0.0,1.0
7775,,Yes.,No.,0,0.0,0.0,0.0
7776,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
7777,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
7778,,No.,No.,1,1.0,0.0,1.0
7779,,The ego vehicle.,None.,0,0.0,0.0,0.0
7780,,None.,"< c1,CAM_BACK,17.5,575.1>.",0,0.0,0.0,0.0
7781,,Yes.,Yes.,1,1.0,0.0,1.0
7782,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
7783,,"< c1,CAM_BACK","< c1,CAM_BACK,876.7,550.8> is in the ego lane.",0,0.0,0.0,0.0
7784,,No.,No.,1,1.0,0.0,1.0
7785,,Yes.,No.,0,0.0,0.0,0.0
7786,,Accelerating and going straight.,Accelerating and going straight.,1,1.0,1.0,1.0
7787,,"Keep going at the same speed, accelerate","Keep going at the same speed, accelerate, and proceed ahead.",0,0.8,0.606531,0.8
7788,,None.,None.,1,1.0,0.0,1.0
7789,,Keep going at the same speed.,Keep going at the same speed.,1,1.0,1.0,1.0
7790,,One car is moving.,One car is moving.,1,1.0,1.0,1.0
7791,,One pedestrian is moving.,One pedestrian is moving.,1,1.0,1.0,1.0
7792,,There is one moving car behind the,"There is one moving car in front of the ego car, one moving car behind the ego car, two barriers in front of the ego car, one traffic cone in front of the ego car, two traffic cones to the front left of the ego car, one traffic cone to the back left of the ego car, and one traffic cone behind the ego car.",0,0.193548,0.00024,0.193548
7793,,Yes.,Yes.,1,1.0,0.0,1.0
7794,,"< c1,CAM_BACK",None.,0,0.0,0.0,0.0
7795,,There are many cars and one truck to,There are many cars and two pedestrians to the front right of the ego car.,0,0.571429,0.28962,0.571429
7796,,No.,No.,1,1.0,0.0,1.0
7797,,Yes.,No.,0,0.0,0.0,0.0
7798,,There are many cars and one truck to,"There are three trailers, three cars, two trucks, and one barrier to the back left of the ego car.",0,0.48,0.0,0.48
7799,,There are many cars and one truck in,There are many cars and one truck in front of the ego car.,0,0.8,0.606531,0.8
7800,,"Keep going at the same speed, accelerate","Keep going at the same speed, decelerate gradually without braking, and slightly offset to the right.",0,0.5,0.200291,0.5
7801,,Low.,Low.,1,1.0,0.0,1.0
7802,,Yes.,Yes.,1,1.0,0.0,1.0
7803,,Many cars are parked.,"One of the cars is moving, and two are parked.",0,0.461538,0.0,0.461538
7804,,Yes.,Yes.,1,1.0,0.0,1.0
7805,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
7806,,The ego vehicle.,"< c2,CAM_FRONT,727.5,461.7>.",0,0.0,0.0,0.0
7807,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
7808,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
7809,,No.,Yes.,0,0.0,0.0,0.0
7810,,Go straight.,Go straight.,1,1.0,0.0,1.0
7811,,Low.,Low.,1,1.0,0.0,1.0
7812,,Go straight.,Go straight.,1,1.0,0.0,1.0
7813,,None.,None.,1,1.0,0.0,1.0
7814,,Please proceed.,No entry.,0,0.0,0.0,0.0
7815,,No.,No.,1,1.0,0.0,1.0
7816,,None.,None.,1,1.0,0.0,1.0
7817,,No.,No.,1,1.0,0.0,1.0
7818,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
7819,,One truck is parked.,One truck is parked.,1,1.0,1.0,1.0
7820,,Low.,Low.,1,1.0,0.0,1.0
7821,,"Firstly, notice < c3,","Firstly, notice < c1,CAM_FRONT_RIGHT,100.0,614.2>. It is stationary, so the ego vehicle should continue ahead at the same speed. Secondly, notice < c3,CAM_FRONT,875.0,475.0>. It is stationary, so the ego vehicle should slightly offset to the left while maneuvering. Thirdly, notice < c4,CAM_FRONT,842.5,451.7>. It is stationary, so the ego vehicle should slightly offset to the left while maneuvering.",0,0.08,0.0,0.08
7822,,Yes.,No.,0,0.0,0.0,0.0
7823,,No.,No.,1,1.0,0.0,1.0
7824,,Two trucks are parked.,Three trucks are parked.,0,0.75,0.0,0.75
7825,,Yes.,No.,0,0.0,0.0,0.0
7826,,Silver sedan.,White road sign.,0,0.0,0.0,0.0
7827,,Yes.,Yes.,1,1.0,0.0,1.0
7828,,Yes.,Yes.,1,1.0,0.0,1.0
7829,,Yes.,Yes.,1,1.0,0.0,1.0
7830,,The pedestrian in front of the ego,One pedestrian is standing.,0,0.222222,0.0,0.222222
7831,,None.,None.,1,1.0,0.0,1.0
7832,,Yes.,Yes.,1,1.0,0.0,1.0
7833,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
7834,,Yes.,Yes.,1,1.0,0.0,1.0
7835,,No.,No.,1,1.0,0.0,1.0
7836,,Low.,Low.,1,1.0,0.0,1.0
7837,,"The action is none, the reason is","The action is none, the reason is that there is no safety issue.",0,0.625,0.301194,0.625
7838,,The action is to keep going at the,"The action is to keep going at the same speed, the reason is there is no safety issue, high.",0,0.545455,0.188876,0.545455
7839,,Yes.,Yes.,1,1.0,0.0,1.0
7840,,One car is parked.,One car is parked.,1,1.0,1.0,1.0
7841,,Many pedestrians are moving.,"One of the pedestrians is moving, and one is standing.",0,0.307692,0.0,0.307692
7842,,The action is to keep going at the,The action is to keep going at the same speed. The reason is that there is no safety issue. The probability of this action is high.,0,0.428571,0.069483,0.428571
7843,,Neither is a traffic sign.,Only one of the boxes is a traffic sign.,0,0.545455,0.0,0.545455
7844,,Keep going straight.,Brake gently to a stop.,0,0.0,0.0,0.0
7845,,Many pedestrians are moving.,Two pedestrians are moving.,0,0.75,0.0,0.75
7846,,Low.,Low.,1,1.0,0.0,1.0
7847,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
7848,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is to avoid a collision, which has a high probability.",0,0.521739,0.15988,0.521739
7849,,Yes.,Yes.,1,1.0,0.0,1.0
7850,,Low.,Low.,1,1.0,0.0,1.0
7851,,"Back up, brake suddenly.","Changing to the right lane, backing up, and braking suddenly are dangerous actions for the ego vehicle in this scenario.",0,0.181818,0.0,0.181818
7852,,Yes.,Yes.,1,1.0,0.0,1.0
7853,,No.,No.,1,1.0,0.0,1.0
7854,,No.,No.,1,1.0,0.0,1.0
7855,,Black sedan.,Road sign.,0,0.0,0.0,0.0
7856,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
7857,,Low.,Low.,1,1.0,0.0,1.0
7858,,Yes.,Yes.,1,1.0,0.0,1.0
7859,,One pedestrian is moving.,One pedestrian is moving.,1,1.0,1.0,1.0
7860,,"Firstly, notice < c3,","Firstly, notice < c2,CAM_FRONT_LEFT,1512.1,562.5>. It is going ahead, so the ego vehicle should decelerate gradually until it comes to a stop. Secondly, notice < c4,CAM_FRONT,1360.8,501.7>. It is stationary, so the ego vehicle should keep going ahead at the same speed. Thirdly, notice < c3,CAM_FRONT,751.7,471.7>. It is stationary, so the ego vehicle should keep going ahead at the same speed.",0,0.075472,0.0,0.075472
7861,,Two trailers are parked.,Three trailers are parked.,0,0.75,0.0,0.75
7862,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
7863,,One car is moving.,One car is moving.,1,1.0,1.0,1.0
7864,,There are many cars and one truck to,"There are many cars, two trucks, and one pedestrian to the back left of the ego car.",0,0.608696,0.17812,0.608696
7865,,There are many cars and one truck to,"There are three pedestrians, one truck, and many cars to the front right of the ego car.",0,0.695652,0.0,0.434783
7866,,None.,None.,1,1.0,0.0,1.0
7867,,"Many cars are parked, and one",Two cars are moving.,0,0.4,0.0,0.4
7868,,No.,No.,1,1.0,0.0,1.0
7869,,None.,"< c3,CAM_FRONT_RIGHT,558.3,647.5>.",0,0.0,0.0,0.0
7870,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
7871,,Go straight.,Go straight.,1,1.0,0.0,1.0
7872,,Stationary.,Stationary.,1,1.0,0.0,1.0
7873,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving fast.,0,0.666667,0.367879,0.666667
7874,,Sharp right turn.,Moderate right turn.,0,0.666667,0.0,0.666667
7875,,Yes.,Yes.,1,1.0,0.0,1.0
7876,,"Firstly, notice < c3,","Firstly, notice that < c3,CAM_FRONT,872.3,518.1>. The object is going ahead, so the ego vehicle should continue going ahead at the same speed. Secondly, notice that < c5,CAM_FRONT,1031.7,410.7>. The object is a traffic sign, so the ego vehicle should keep going ahead at the same speed. Thirdly, notice that < c1,CAM_FRONT,982.5,510.0>. The object is turning right, so the ego vehicle should keep going ahead at the same speed",0,0.070175,0.0,0.070175
7877,,"Keep going at the same speed, accelerate","Brake gently to a stop, decelerate gradually without braking, and turn right.",0,0.0,0.0,0.0
7878,,"The action is none, the reason is",The action is to keep going at the same speed; the reason is that there is no safety issue.,0,0.380952,0.0,0.380952
7879,,There is a white truck to the,"There is a red car to the back right of the ego vehicle, a person riding a black motorcycle to the back left of the ego vehicle, a white truck to the back left of the ego vehicle, and a white sedan to the front right of the ego vehicle. The IDs of these objects are < c1,CAM_BACK_RIGHT,1416.7,522.5>, < c2,CAM_BACK_LEFT,163.3,617.5>, < c3,CAM_BACK_LEFT,1194.2,454.2>, and",0,0.196078,0.0,0.196078
7880,,The action is to keep going at the,"The action is to remain stationary because the object has little reference value for the ego vehicle, with a high probability.",0,0.26087,0.0,0.26087
7881,,Keep going at the same speed.,Keep going at the same speed.,1,1.0,1.0,1.0
7882,,"< c1,CAM_BACK","< c1,CAM_FRONT_RIGHT,1201.2,450.6> is on the right lane, and < c3,CAM_BACK,797.5,627.5> is on the ego lane.",0,0.0,0.0,0.0
7883,,Moving.,Moving.,1,1.0,0.0,1.0
7884,,No.,No.,1,1.0,0.0,1.0
7885,,Moving.,Moving.,1,1.0,0.0,1.0
7886,,Moving.,Stationary.,0,0.0,0.0,0.0
7887,,No.,No.,1,1.0,0.0,1.0
7888,,No.,No.,1,1.0,0.0,1.0
7889,,Reversing to the right rear.,Sharp right turn.,0,0.285714,0.0,0.285714
7890,,"Back up, brake suddenly.",Accelerate and go ahead.,0,0.0,0.0,0.0
7891,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
7892,,No.,No.,1,1.0,0.0,1.0
7893,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
7894,,Two bicycles are without riders.,"One of the bicycles has a rider, and two do not have riders.",0,0.375,0.0,0.25
7895,,Yes.,Yes.,1,1.0,0.0,1.0
7896,,Yes.,Yes.,1,1.0,0.0,1.0
7897,,There are many cars and one truck in,There are two cars in front of the ego car.,0,0.470588,0.0,0.470588
7898,,Back up.,"Reversing from the right rear can lead to a collision with < c3,CAM_BACK,703.3,528.3>.",0,0.0,0.0,0.0
7899,,Many pedestrians are moving.,Many pedestrians are moving.,1,1.0,1.0,1.0
7900,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
7901,,No.,No.,1,1.0,0.0,1.0
7902,,No.,No.,1,1.0,0.0,1.0
7903,,Black car.,Black car.,1,1.0,0.0,1.0
7904,,Neither is a traffic sign.,Both are traffic signs.,0,0.25,0.0,0.25
7905,,"< c1,CAM_FRON","< c3,CAM_FRONT,353.3,518.3>, < c2,CAM_FRONT_RIGHT,1435.8,450.8>, < c1,CAM_BACK_RIGHT,495.0,518.3>.",0,0.0,0.0,0.0
7906,,No.,No.,1,1.0,0.0,1.0
7907,,One pedestrian is moving.,The pedestrian to the back right of the ego car is moving.,0,0.461538,0.0,0.461538
7908,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
7909,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is not moving.,0,0.666667,0.367879,0.666667
7910,,The action is to keep going at the,The action is to brake gently to a stop. The reason is to follow the traffic rules. The probability is high.,0,0.272727,0.0,0.272727
7911,,"< c2,CAM_FRON","< c2,CAM_FRONT_RIGHT,1110.5,473.0> is on the back of < c1,CAM_FRONT,1153.3,470.0>, < c3,CAM_BACK,797.5,627.5> is on the back of < c1,CAM_FRONT,1153.3,470.0>, < c4,CAM_FRONT,1269.2,524.2> is on the back of < c1,CAM_FRONT,1153.3,470.0>, < c5,CAM_FRONT,120",0,0.0,0.0,0.0
7912,,"< c1,CAM_FRON","< c1,CAM_FRONT,349.2,542.5>, < c2,CAM_FRONT_RIGHT,252.1,577.5>, < c3,CAM_BACK,1086.7,656.7>.",0,0.0,0.0,0.0
7913,,Sharp right turn.,Changing to the right lane.,0,0.285714,0.0,0.285714
7914,,Black sedan.,Black car.,0,0.5,0.0,0.5
7915,,No.,No.,1,1.0,0.0,1.0
7916,,Stationary.,Moving.,0,0.0,0.0,0.0
7917,,Yes.,No.,0,0.0,0.0,0.0
7918,,One pedestrian is moving.,One pedestrian is moving.,1,1.0,1.0,1.0
7919,,"< c1,CAM_FRON","The priority of the objects that the ego vehicle should consider (in descending order) is < c6,CAM_FRONT,878.2,294.8>, < c1,CAM_FRONT,1153.3,470.0>, < c4,CAM_FRONT,1269.2,524.2>, < c5,CAM_FRONT,1203.3,520.0>, < c2,CAM_FRONT_RIGHT,1110.5,473.0>, < c3,CAM_BACK,797.5,627.5>.",0,0.0,0.0,0.0
7920,,Yes.,Yes.,1,1.0,0.0,1.0
7921,,"Keep going at the same speed, accelerate","Keep going at the same speed, decelerate gradually without braking, accelerate, and go ahead.",0,0.631579,0.24765,0.631579
7922,,"Yes, there are traffic elements in the","Yes, there are traffic elements in the front view.",0,0.857143,0.716531,0.857143
7923,,The action is to keep going at the,The action is to keep going at the same speed. The reason is that there is no safety issue. The probability of taking this action is high.,0,0.413793,0.058816,0.413793
7924,,Many cars are parked.,Many cars are parked.,1,1.0,1.0,1.0
7925,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
7926,,Stationary.,Stationary.,1,1.0,0.0,1.0
7927,,Back up.,"Reversing to the right rear can lead to a collision with < c2,CAM_BACK,585.0,555.0>.",0,0.0,0.0,0.0
7928,,Yes.,Yes.,1,1.0,0.0,1.0
7929,,No.,No.,1,1.0,0.0,1.0
7930,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
7931,,None.,"< c1,CAM_BACK,821.7,543.3>.",0,0.0,0.0,0.0
7932,,Yes.,Yes.,1,1.0,0.0,1.0
7933,,"No, you cannot.",Yes.,0,0.0,0.0,0.0
7934,,No.,No.,1,1.0,0.0,1.0
7935,,One bicycle is without a rider,One bicycle is without a rider.,1,1.0,1.0,1.0
7936,,"Back up, brake suddenly.","Accelerate and go ahead, turn left, turn right, back up, and change to the right lane.",0,0.210526,0.0,0.210526
7937,,Stationary.,Keep going straight.,0,0.0,0.0,0.0
7938,,There is a white truck to the,"There is a white truck to the back of the ego vehicle, a black small car to the front right of the ego vehicle, and a yellow light to the front of the ego vehicle. The IDs of these objects are < c1,CAM_BACK,880.0,498.3>, < c2,CAM_FRONT_RIGHT,316.7,472.5>, and < c3,CAM_FRONT,1155.5,417.5>.",0,0.25,0.002479,0.25
7939,,No.,No.,1,1.0,0.0,1.0
7940,,There are many cars and one truck in,There is one bicycle and two pedestrians in front of the ego car.,0,0.4,0.0,0.3
7941,,No.,Yes.,0,0.0,0.0,0.0
7942,,Many pedestrians are moving.,"Two of the pedestrians are moving, and one is standing.",0,0.461538,0.0,0.461538
7943,,Yes.,Yes.,1,1.0,0.0,1.0
7944,,No.,No.,1,1.0,0.0,1.0
7945,,White truck.,White motorhome.,0,0.5,0.0,0.5
7946,,Stationary.,Slightly offset to the right while maneuvering.,0,0.0,0.0,0.0
7947,,Sharp right turn.,Moderate right turn.,0,0.666667,0.0,0.666667
7948,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
7949,,No.,Yes.,0,0.0,0.0,0.0
7950,,One car is parked.,The car to the front left of the ego car is parked.,0,0.461538,0.0,0.461538
7951,,No.,No.,1,1.0,0.0,1.0
7952,,None.,None.,1,1.0,0.0,1.0
7953,,"< c1,CAM_FRON","The priority of the objects that the ego vehicle should consider, in descending order, is < c6,CAM_FRONT,903.2,252.2>, < c4,CAM_FRONT,862.5,495.8>, < c3,CAM_FRONT_RIGHT,1112.5,575.0>, < c5,CAM_BACK_RIGHT,525.8,543.3>, < c2,CAM_BACK_RIGHT,1295.8,649.2>, < c1,CAM_BACK,876.7,550.8>.",0,0.0,0.0,0.0
7954,,There are many cars and one truck to,There is a truck to the back left of the ego car.,0,0.352941,0.0,0.352941
7955,,No.,Yes.,0,0.0,0.0,0.0
7956,,None.,None.,1,1.0,0.0,1.0
7957,,"< c1,CAM_BACK","< c4,CAM_BACK,825.0,532.5> is in the ego lane.",0,0.0,0.0,0.0
7958,,Stationary.,Keep going straight.,0,0.0,0.0,0.0
7959,,None.,"< c2,CAM_BACK,1146.7,579.1>.",0,0.0,0.0,0.0
7960,,Accelerating and going straight.,"No action taken by the ego vehicle will lead to a collision with < c2,CAM_FRONT,1136.7,507.5>.",0,0.0,0.0,0.0
7961,,"Yes, there are traffic elements in the","Yes, there are traffic elements in the front view.",0,0.857143,0.716531,0.857143
7962,,The pedestrian in front of the ego,The pedestrian in front of the ego car is moving.,0,0.769231,0.548812,0.769231
7963,,Black sedan.,Walking person.,0,0.0,0.0,0.0
7964,,Yes.,No.,0,0.0,0.0,0.0
7965,,Go straight.,Go straight.,1,1.0,0.0,1.0
7966,,Many cars are parked.,Many cars are parked.,1,1.0,1.0,1.0
7967,,Low.,Low.,1,1.0,0.0,1.0
7968,,No.,No.,1,1.0,0.0,1.0
7969,,Yes.,Yes.,1,1.0,0.0,1.0
7970,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
7971,,Low.,Low.,1,1.0,0.0,1.0
7972,,Sharp left turn.,Slight left turn.,0,0.666667,0.0,0.666667
7973,,Yes.,Yes.,1,1.0,0.0,1.0
7974,,"Yes, there are traffic elements in the","Yes, there are traffic elements in the front view.",0,0.857143,0.716531,0.857143
7975,,Yes.,Yes.,1,1.0,0.0,1.0
7976,,No.,No.,1,1.0,0.0,1.0
7977,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving fast.,0,0.666667,0.367879,0.666667
7978,,Yes.,Yes.,1,1.0,0.0,1.0
7979,,Yes.,No.,0,0.0,0.0,0.0
7980,,Yes.,Yes.,1,1.0,0.0,1.0
7981,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
7982,,Sharp left turn.,"No action taken by the ego vehicle will lead to a collision with < c3,CAM_FRONT_LEFT,1450.8,524.2>.",0,0.0,0.0,0.0
7983,,Yes.,Yes.,1,1.0,0.0,1.0
7984,,Black sedan.,Gray sedan.,0,0.5,0.0,0.5
7985,,No.,No.,1,1.0,0.0,1.0
7986,,There is a white truck to the,"There is a black car to the back of the ego vehicle, a black SUV to the front of the ego vehicle, a white bus to the front of the ego vehicle, a white car to the front of the ego vehicle, and a green light to the front of the ego vehicle. The IDs of these objects are < c1,CAM_BACK,724.2,513.3>, < c2,CAM_FRONT,790.0,485.0>, < c3,CAM_FRONT,175.0,455.8>, <",0,0.156863,0.0,0.156863
7987,,No.,No.,1,1.0,0.0,1.0
7988,,"The action is none, the reason is","The action is to decelerate and go ahead, the reason is to avoid a collision.",0,0.470588,0.0,0.470588
7989,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
7990,,Black sedan.,"The visual description of < c2,CAM_FRONT,969.2,505.0> is a person wearing white clothes.",0,0.0,0.0,0.0
7991,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
7992,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that the object has little reference value for the ego vehicle, with a high probability.",0,0.428571,0.069483,0.428571
7993,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that there is no safety issue, which is high probability.",0,0.461538,0.096972,0.461538
7994,,There is a white truck to the,"There is a person wearing a white shirt to the front of the ego vehicle, a person riding a motorcycle to the back of the ego vehicle, and a white truck to the front of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT,39.2,440.0>, < c2,CAM_BACK,1009.2,655.0>, and < c3,CAM_FRONT,250.8,418.3>.",0,0.243902,0.0,0.243902
7995,,No.,No.,1,1.0,0.0,1.0
7996,,Two trucks are parked.,"Two of the trucks are moving, and one is parked.",0,0.615385,0.0,0.615385
7997,,No.,No.,1,1.0,0.0,1.0
7998,,The ego vehicle.,"< c2,CAM_FRONT_LEFT,992.6,596.9>.",0,0.0,0.0,0.0
7999,,Brake suddenly.,Brake suddenly.,1,1.0,0.0,1.0
8000,,Low.,Low.,1,1.0,0.0,1.0
8001,,Neither is a traffic sign.,Only one of the boxes is a traffic sign.,0,0.545455,0.0,0.545455
8002,,No.,No.,1,1.0,0.0,1.0
8003,,There is one moving car behind the,There is one moving car to the back of the ego car and one moving pedestrian to the back left of the ego car.,0,0.384615,0.073683,0.384615
8004,,"Yes, there are traffic elements in the","Yes, there are traffic elements in the front view.",0,0.857143,0.716531,0.857143
8005,,Brake suddenly.,Brake suddenly.,1,1.0,0.0,1.0
8006,,Yes.,Yes.,1,1.0,0.0,1.0
8007,,"The action is none, the reason is",The action is to keep going at the same speed; the reason is that there is no safety issue.,0,0.380952,0.0,0.380952
8008,,There are many cars and one truck behind,"There are many cars, one traffic cone, one truck, and one pedestrian behind the ego car.",0,0.695652,0.194732,0.608696
8009,,There are many cars and one truck to,There is one bicycle to the front left of the ego car.,0,0.333333,0.0,0.333333
8010,,None.,None.,1,1.0,0.0,1.0
8011,,There are many cars and one truck to,"There are two cars, two pedestrians, and one traffic cone to the back left of the ego car.",0,0.5,0.0,0.5
8012,,Yes.,Yes.,1,1.0,0.0,1.0
8013,,Yes.,Yes.,1,1.0,0.0,1.0
8014,,Reversing to the right rear.,No such action will lead to a collision.,0,0.181818,0.0,0.181818
8015,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving fast.,0,0.666667,0.367879,0.666667
8016,,Two trucks are parked.,Two trucks are moving.,0,0.75,0.0,0.75
8017,,No.,No.,1,1.0,0.0,1.0
8018,,Moving.,Stationary.,0,0.0,0.0,0.0
8019,,Stationary.,Stationary.,1,1.0,0.0,1.0
8020,,"Many cars are parked, and one","Three of the cars are moving, and many are parked.",0,0.666667,0.0,0.4
8021,,No.,Yes.,0,0.0,0.0,0.0
8022,,There are many cars and one truck to,"There are three barriers, one construction vehicle, one truck, three traffic cones, and one trailer to the front right of the ego car.",0,0.413793,0.0,0.344828
8023,,There is a white truck to the,"There is a black sedan car to the back of the ego vehicle, a black car to the front right of the ego vehicle, a blue sedan to the front of the ego vehicle, a white sedan to the front of the ego vehicle, and a black pickup truck to the back of the ego vehicle. The IDs of these objects are < c1,CAM_BACK,865.8,515.8>, < c2,CAM_FRONT_RIGHT,1041.9,769.2>, < c3,CAM_FRONT,1135.0",0,0.185185,0.0,0.185185
8024,,One truck is parked.,The truck in front of the ego car is parked.,0,0.5,0.0,0.5
8025,,"< c2,CAM_FRON","< c2,CAM_FRONT_LEFT,841.7,541.7> is in front of < c1,CAM_FRONT_LEFT,515.8,584.2>, < c4,CAM_FRONT,729.2,464.2> is in front of < c1,CAM_FRONT_LEFT,515.8,584.2>, < c3,CAM_FRONT,1201.7,497.5> is on the front right of < c1,CAM_FRONT_LEFT,515.8,584.2>, <",0,0.0,0.0,0.0
8026,,Black sedan.,Black car.,0,0.5,0.0,0.5
8027,,No.,No.,1,1.0,0.0,1.0
8028,,Yes.,No.,0,0.0,0.0,0.0
8029,,There are many cars and one truck to,There are many pedestrians to the front left of the ego car.,0,0.444444,0.0,0.444444
8030,,Low.,Low.,1,1.0,0.0,1.0
8031,,Yes.,No.,0,0.0,0.0,0.0
8032,,The trailer to the back right of the,The trailer to the back right of the ego car is parked.,0,0.714286,0.449329,0.714286
8033,,Yes.,No.,0,0.0,0.0,0.0
8034,,Stationary.,Moving.,0,0.0,0.0,0.0
8035,,Black sedan.,Gray sedan.,0,0.5,0.0,0.5
8036,,Reversing to the right rear.,"Large-scale reverse in the right rear can lead to a collision with < c1,CAM_BACK,269.2,687.5>.",0,0.4,0.0,0.266667
8037,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
8038,,Silver sedan.,White SUV.,0,0.0,0.0,0.0
8039,,The action is to keep going at the,The action is to keep going at the same speed. The reason is that there is no safety issue. The probability is high.,0,0.48,0.114559,0.48
8040,,One truck is parked.,One truck is moving.,0,0.75,0.0,0.75
8041,,"Many cars are parked, and one","Many cars are parked, and one is moving.",0,0.857143,0.716531,0.857143
8042,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is to avoid a collision, which is high in probability.",0,0.5,0.135335,0.5
8043,,One car is parked.,The car to the back left of the ego car is parked.,0,0.461538,0.0,0.461538
8044,,No.,No.,1,1.0,0.0,1.0
8045,,"< c2,CAM_FRON","< c2,CAM_FRONT_RIGHT,1041.9,769.2> is in front of < c1,CAM_BACK,865.8,515.8>, < c3,CAM_FRONT,1135.0,530.0> is in front of < c1,CAM_BACK,865.8,515.8>, < c4,CAM_FRONT,817.5,505.8> is in front of < c1,CAM_BACK,865.8,515.8>, < c5,CAM_BACK,191.7,",0,0.0,0.0,0.0
8046,,Yes.,Yes.,1,1.0,0.0,1.0
8047,,Low.,Low.,1,1.0,0.0,1.0
8048,,Neither is a traffic sign.,Only one of the boxes is a traffic sign.,0,0.545455,0.0,0.545455
8049,,There are many traffic elements in the front,"There are many traffic elements in the front view. The information of these traffic elements is [(traffic light, red, 748.28, 425.98, 755.64, 449.05), (traffic light, unknown, 979.6, 256.33, 1027.81, 289.11), (traffic light, red, 1091.23, 451.18, 1100.52, 465.01), (traffic light, unknown, 652.12, 455.48, 661.64, 464.8), (traffic light, red, 815.23, 416.14, 83",0,0.254545,0.002859,0.254545
8050,,No.,No.,1,1.0,0.0,1.0
8051,,Many pedestrians are moving.,Two of the pedestrians are standing and two are moving.,0,0.461538,0.0,0.461538
8052,,"< c2,CAM_FRON","< c2,CAM_FRONT,1185.8,493.3> is in front of < c1,CAM_BACK,800.8,500.8>, < c3,CAM_FRONT,376.7,514.2> is in front of < c1,CAM_BACK,800.8,500.8>, < c4,CAM_FRONT,95.0,540.0> is in front of < c1,CAM_BACK,800.8,500.8>, < c5,CAM_FRONT,1226.7,484.2> is in front",0,0.0,0.0,0.0
8053,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
8054,,Moving.,Moving.,1,1.0,0.0,1.0
8055,,No.,No.,1,1.0,0.0,1.0
8056,,Yes.,No.,0,0.0,0.0,0.0
8057,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
